country,year,population,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
High-income countries,2013,1198613271.0,252.25,0.187,15483.349,-50.631,-0.326,15545.369,-242.861,-1.538,11.547,0.3,0.199,11.501,0.299,0.198,4644.68,3.45,16804.604,12.483,0.324,14357.277,992440.25,1296567.375,469826.156,6974.368,152895.109,325255.625,345050.469,3335.44,58884.246,177.821,0.132,4408.084,3.274,14.699,15.862,396.479,0.295,2597.135,2.167,815.949,0.681,5884.661,4.371,0.086,115.852,69288.477,17.341,43.86,38.462,30.961,43.866,68.489,58.335,68.336,44.138,77.923,41.8,67.723,45.79,46.154,66.912,7.75,50.827,39.335,49.397,0.117,0.555,0.705,0.033,19012.85,17618.188,1321.254,8.533
High-income countries,2014,1206398013.0,260.219,0.192,15287.873,-195.475,-1.262,15262.109,-283.26,-1.822,11.269,0.289,0.196,11.288,0.289,0.197,4551.19,3.36,16575.99,12.239,0.314,14617.496,1007728.125,1311829.5,474377.312,7148.023,157245.406,325570.156,350883.5,3454.919,58283.285,173.655,0.128,4350.295,3.212,14.437,15.607,314.534,0.232,2606.09,2.16,830.315,0.688,5833.035,4.307,0.088,119.48,68968.297,17.319,43.125,37.365,30.305,42.701,67.883,57.957,67.523,44.157,77.52,41.552,67.334,45.522,44.907,65.603,5.829,50.257,39.125,49.087,0.117,0.562,0.713,0.034,18828.336,17416.373,1288.116,8.426
High-income countries,2015,1214694337.0,256.06,0.188,15226.152,-61.722,-0.404,15409.545,147.436,0.966,11.305,0.285,0.197,11.171,0.282,0.195,4305.498,3.159,16351.134,11.996,0.303,14873.557,1022954.312,1327239.0,478682.812,7317.458,161635.766,326090.875,356871.344,3571.891,58349.535,169.435,0.124,4390.36,3.221,14.292,15.579,520.718,0.382,2606.051,2.145,825.744,0.68,5987.826,4.393,0.086,116.972,69428.344,17.645,43.006,37.643,29.354,41.682,67.304,57.596,66.742,44.156,77.112,41.327,66.963,45.253,44.123,64.881,9.414,50.608,38.525,48.8,0.117,0.569,0.72,0.034,18923.637,17360.283,1124.982,7.388
High-income countries,2016,1222832495.0,250.958,0.183,15084.555,-141.598,-0.93,15368.935,-40.611,-0.264,11.205,0.28,0.195,10.998,0.274,0.192,4047.415,2.951,16219.582,11.825,0.295,15124.514,1038038.875,1342608.0,482730.25,7479.471,166124.406,326717.125,362894.594,3684.182,58316.633,162.013,0.118,4488.637,3.272,14.06,15.372,626.217,0.457,2572.312,2.104,812.924,0.665,6023.241,4.391,0.082,112.291,69772.227,16.838,42.592,38.593,28.232,40.686,66.741,57.273,65.988,44.137,76.709,41.176,66.598,44.964,43.315,64.56,14.212,50.349,37.369,48.536,0.117,0.576,0.728,0.034,18797.127,17193.533,1135.028,7.524
High-income countries,2017,1229624584.0,249.216,0.181,15072.403,-12.151,-0.081,15397.36,28.426,0.185,11.167,0.274,0.194,10.931,0.268,0.19,3989.327,2.893,16213.379,11.758,0.288,15373.73,1053111.25,1358005.375,486719.562,7655.408,170660.203,327387.562,368904.562,3796.327,58452.273,175.937,0.128,4535.804,3.289,13.996,15.318,670.468,0.486,2622.53,2.133,832.684,0.677,6009.973,4.359,0.081,112.145,70310.633,16.51,41.88,38.282,27.488,39.742,66.179,56.953,65.239,44.166,76.292,41.042,66.224,44.681,45.429,63.635,15.846,49.467,37.036,48.272,0.117,0.583,0.735,0.035,18835.197,17209.627,1140.976,7.57
High-income countries,2018,1235448192.0,247.308,0.179,15212.384,139.981,0.929,15458.456,61.096,0.397,11.161,0.268,0.192,10.984,0.264,0.189,3854.003,2.783,16388.936,11.833,0.284,15621.039,1068323.625,1373463.75,490573.562,7853.765,175425.328,327976.562,374941.0,3907.517,58896.887,198.357,0.143,4765.115,3.441,14.078,15.34,588.977,0.425,2662.112,2.155,831.746,0.673,6036.411,4.358,0.08,111.189,71208.969,15.909,41.416,38.098,26.135,38.821,65.62,56.637,64.481,44.271,75.888,40.918,65.86,44.406,48.724,63.788,15.319,49.28,36.677,48.013,0.118,0.59,0.743,0.035,18952.314,17393.15,1176.55,7.734
High-income countries,2019,1241335088.0,247.722,0.178,14912.153,-300.231,-1.974,14932.192,-526.264,-3.404,10.735,0.255,0.188,10.721,0.254,0.187,3457.639,2.486,16118.319,11.588,0.275,15868.761,1083235.75,1388396.0,494031.219,8083.496,180262.438,328326.906,380972.844,4015.57,57964.023,229.73,0.165,4837.117,3.478,13.792,14.908,350.354,0.252,2671.616,2.152,814.332,0.656,6031.891,4.337,0.078,108.053,70417.383,15.262,40.19,36.517,23.529,37.908,65.053,56.304,63.705,44.475,75.488,40.769,65.491,44.104,52.78,63.365,9.252,48.597,35.401,47.744,0.118,0.597,0.75,0.035,18505.838,17120.861,1206.166,8.088
High-income countries,2020,1245004614.0,240.807,0.173,13688.639,-1223.515,-8.205,13836.068,-1096.123,-7.341,9.923,0.246,0.186,9.817,0.244,0.184,2994.931,2.148,14914.989,10.696,0.265,16109.568,1096924.375,1402232.125,497026.125,8284.11,185033.891,328792.531,386350.25,4119.017,53926.57,200.615,0.144,4771.451,3.422,12.696,13.87,465.649,0.334,2577.992,2.071,796.365,0.64,5377.387,3.856,0.074,103.447,65687.578,14.699,38.97,35.877,20.992,37.034,64.514,55.989,62.933,44.594,75.107,40.654,65.188,43.82,50.022,63.076,13.54,49.061,35.059,47.479,0.118,0.603,0.757,0.036,17267.977,15806.787,1226.351,8.959
High-income countries,2021,1246789058.0,250.753,0.18,14433.055,744.416,5.438,14618.04,781.971,5.652,10.474,0.247,0.188,10.342,0.244,0.186,3260.169,2.336,15838.361,11.349,0.268,16360.321,1111357.5,1416850.0,500286.281,8477.863,189940.297,329307.188,392063.719,4227.527,56280.055,193.753,0.139,4906.406,3.516,13.314,14.534,514.656,0.369,2616.481,2.099,813.418,0.652,5713.463,4.094,0.078,108.511,68638.273,14.782,39.017,36.054,21.541,36.199,63.971,55.672,62.155,44.663,74.696,40.539,64.889,43.577,47.789,61.926,14.486,49.549,35.997,47.214,0.119,0.61,0.764,0.036,18121.344,16599.238,1405.307,9.737
High-income countries,2022,1252308750.0,246.842,0.176,14464.458,31.403,0.218,14751.07,133.03,0.91,10.53,0.243,0.19,10.325,0.238,0.186,3182.466,2.272,15957.427,11.391,0.263,16607.164,1125822.0,1431601.125,503468.781,8673.484,194868.562,329911.906,397866.469,4336.024,56327.473,195.622,0.14,4928.27,3.518,13.295,14.566,604.696,0.432,2632.681,2.102,813.9,0.65,5802.761,4.142,0.077,108.497,68951.688,15.417,38.785,36.124,20.957,35.488,63.442,55.363,61.392,44.743,74.327,40.437,64.577,43.348,48.54,62.441,17.077,48.723,35.994,46.95,0.119,0.616,0.772,0.036,18241.447,16649.541,1492.969,10.322
High-income countries,2023,1259131468.0,239.938,0.17,14014.305,-450.153,-3.112,14321.113,-429.957,-2.915,10.175,,0.186,9.957,,0.182,2808.979,1.996,,,,16847.102,1139836.25,1445922.375,506277.75,8870.775,199733.281,330526.812,403661.656,4444.221,55453.668,197.291,0.14,4864.718,3.456,12.847,14.098,614.919,0.437,2597.978,2.063,802.973,0.638,5795.181,4.117,0.077,108.197,68130.133,15.289,37.083,34.578,18.239,34.832,62.892,55.035,60.597,44.811,73.954,40.334,64.244,43.131,48.01,61.578,16.964,47.467,35.93,46.686,0.119,0.623,0.779,0.037,17751.516,16175.918,,
Least developed countries (Jones et al.),1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.666,,12.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.245,21.265,,
Least developed countries (Jones et al.),1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23,,12.485,,,,,,,,,,,,,,,,,,,,,,,,,7.8,0.0,0.0,0.0,0.0,350.505,21.414,,
Least developed countries (Jones et al.),1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.797,,12.725,,,,,,,,,,,,,,,,,,,,,,,,,7.964,0.0,0.0,0.0,0.0,368.026,21.565,,
Least developed countries (Jones et al.),1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.364,,12.956,,,,,,,,,,,,,,,,,,,,,,,,,7.907,0.0,0.0,0.0,0.0,358.912,21.716,,
Least developed countries (Jones et al.),1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.932,,13.173,,,,,,,,,,,,,,,,,,,,,,,,,7.926,0.0,0.0,0.001,0.0,372.707,21.868,,
Least developed countries (Jones et al.),1855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.501,,13.372,,,,,,,,,,,,,,,,,,,,,,,,,7.97,0.0,0.001,0.001,0.0,377.101,22.02,,
Least developed countries (Jones et al.),1856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.071,,13.55,,,,,,,,,,,,,,,,,,,,,,,,,7.981,0.0,0.001,0.001,0.0,381.015,22.172,,
Least developed countries (Jones et al.),1857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.641,,13.703,,,,,,,,,,,,,,,,,,,,,,,,,7.971,0.0,0.001,0.001,0.0,374.293,22.324,,
Least developed countries (Jones et al.),1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.212,,13.827,,,,,,,,,,,,,,,,,,,,,,,,,7.973,0.0,0.001,0.001,0.0,379.666,22.477,,
Least developed countries (Jones et al.),1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.786,,13.917,,,,,,,,,,,,,,,,,,,,,,,,,8.004,0.0,0.001,0.001,0.0,398.121,22.63,,
Least developed countries (Jones et al.),1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.361,,13.972,,,,,,,,,,,,,,,,,,,,,,,,,7.921,0.0,0.001,0.002,0.0,334.396,22.784,,
Least developed countries (Jones et al.),1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.913,,14.003,,,,,,,,,,,,,,,,,,,,,,,,,7.814,0.0,0.001,0.002,0.0,316.793,22.925,,
Least developed countries (Jones et al.),1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.467,,14.028,,,,,,,,,,,,,,,,,,,,,,,,,7.715,0.0,0.001,0.002,0.0,310.964,23.068,,
Least developed countries (Jones et al.),1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.357,,14.049,,,,,,,,,,,,,,,,,,,,,,,,,7.637,0.0,0.001,0.002,0.0,310.002,24.547,,
Least developed countries (Jones et al.),1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.917,,14.067,,,,,,,,,,,,,,,,,,,,,,,,,7.565,0.0,0.002,0.002,0.0,304.482,24.696,,
Least developed countries (Jones et al.),1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.479,,14.083,,,,,,,,,,,,,,,,,,,,,,,,,7.502,0.001,0.002,0.002,0.0,303.145,24.847,,
Least developed countries (Jones et al.),1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.042,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,7.431,0.001,0.002,0.002,0.0,297.965,24.998,,
Least developed countries (Jones et al.),1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.605,,14.118,,,,,,,,,,,,,,,,,,,,,,,,,7.366,0.001,0.002,0.002,0.0,295.981,25.15,,
Least developed countries (Jones et al.),1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.185,,14.14,,,,,,,,,,,,,,,,,,,,,,,,,7.306,0.001,0.002,0.003,0.0,293.781,25.32,,
Least developed countries (Jones et al.),1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.747,,14.166,,,,,,,,,,,,,,,,,,,,,,,,,7.244,0.001,0.002,0.003,0.0,293.145,25.471,,
Least developed countries (Jones et al.),1870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.431,,14.199,,,,,,,,,,,,,,,,,,,,,,,,,7.179,0.001,0.002,0.003,0.0,303.654,25.743,,
Least developed countries (Jones et al.),1871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.28,,14.429,,,,,,,,,,,,,,,,,,,,,,,,,7.114,0.001,0.002,0.003,0.0,304.559,25.951,,
Least developed countries (Jones et al.),1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.116,,14.994,,,,,,,,,,,,,,,,,,,,,,,,,7.024,0.001,0.002,0.003,0.0,295.972,26.155,,
Least developed countries (Jones et al.),1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.954,,15.818,,,,,,,,,,,,,,,,,,,,,,,,,6.951,0.001,0.002,0.003,0.0,303.84,26.368,,
Least developed countries (Jones et al.),1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.793,,16.821,,,,,,,,,,,,,,,,,,,,,,,,,6.879,0.001,0.002,0.003,0.0,306.336,26.587,,
Least developed countries (Jones et al.),1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.632,,17.927,,,,,,,,,,,,,,,,,,,,,,,,,6.806,0.001,0.002,0.003,0.0,310.886,26.811,,
Least developed countries (Jones et al.),1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.48,,19.058,,,,,,,,,,,,,,,,,,,,,,,,,6.73,0.001,0.002,0.004,0.0,302.056,27.043,,
Least developed countries (Jones et al.),1877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.33,,20.135,,,,,,,,,,,,,,,,,,,,,,,,,6.665,0.001,0.003,0.004,0.0,303.451,27.278,,
Least developed countries (Jones et al.),1878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.182,,21.082,,,,,,,,,,,,,,,,,,,,,,,,,6.607,0.001,0.003,0.004,0.0,313.222,27.511,,
Least developed countries (Jones et al.),1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.035,,21.82,,,,,,,,,,,,,,,,,,,,,,,,,6.554,0.001,0.003,0.004,0.0,318.612,27.734,,
Least developed countries (Jones et al.),1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.89,,22.272,,,,,,,,,,,,,,,,,,,,,,,,,6.496,0.001,0.003,0.004,0.0,322.057,27.954,,
Least developed countries (Jones et al.),1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.85,,22.531,,,,,,,,,,,,,,,,,,,,,,,,,6.463,0.001,0.003,0.004,0.0,356.279,28.187,,
Least developed countries (Jones et al.),1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.811,,22.75,,,,,,,,,,,,,,,,,,,,,,,,,6.436,0.001,0.003,0.004,0.0,378.814,28.421,,
Least developed countries (Jones et al.),1883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.774,,22.936,,,,,,,,,,,,,,,,,,,,,,,,,6.404,0.001,0.003,0.005,0.0,371.8,28.656,,
Least developed countries (Jones et al.),1884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.741,,23.098,,,,,,,,,,,,,,,,,,,,,,,,,6.37,0.001,0.003,0.005,0.0,376.979,28.895,,
Least developed countries (Jones et al.),1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.719,,23.243,,,,,,,,,,,,,,,,,,,,,,,,,6.345,0.001,0.003,0.005,0.0,386.65,29.145,,
Least developed countries (Jones et al.),1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.696,,23.38,,,,,,,,,,,,,,,,,,,,,,,,,6.325,0.001,0.003,0.005,0.0,389.617,29.392,,
Least developed countries (Jones et al.),1887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.677,,23.518,,,,,,,,,,,,,,,,,,,,,,,,,6.302,0.001,0.004,0.005,0.0,393.296,29.643,,
Least developed countries (Jones et al.),1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.659,,23.664,,,,,,,,,,,,,,,,,,,,,,,,,6.277,0.001,0.004,0.005,0.0,392.725,29.9,,
Least developed countries (Jones et al.),1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.644,,23.827,,,,,,,,,,,,,,,,,,,,,,,,,6.255,0.002,0.004,0.006,0.0,400.668,30.159,,
Least developed countries (Jones et al.),1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.626,,24.927,,,,,,,,,,,,,,,,,,,,,,,,,6.224,0.002,0.004,0.006,0.0,410.905,30.459,,
Least developed countries (Jones et al.),1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.752,,25.099,,,,,,,,,,,,,,,,,,,,,,,,,6.193,0.002,0.004,0.006,0.0,422.225,30.741,,
Least developed countries (Jones et al.),1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.881,,25.281,,,,,,,,,,,,,,,,,,,,,,,,,6.166,0.002,0.004,0.006,0.0,422.225,31.023,,
Least developed countries (Jones et al.),1893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.016,,25.471,,,,,,,,,,,,,,,,,,,,,,,,,6.138,0.002,0.004,0.006,0.0,424.27,31.315,,
Least developed countries (Jones et al.),1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.161,,25.669,,,,,,,,,,,,,,,,,,,,,,,,,6.11,0.002,0.004,0.006,0.0,429.159,31.63,,
Least developed countries (Jones et al.),1895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.31,,25.876,,,,,,,,,,,,,,,,,,,,,,,,,6.081,0.002,0.004,0.007,0.0,427.787,31.939,,
Least developed countries (Jones et al.),1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.463,,26.09,,,,,,,,,,,,,,,,,,,,,,,,,6.053,0.002,0.005,0.007,0.0,427.277,32.261,,
Least developed countries (Jones et al.),1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.62,,26.311,,,,,,,,,,,,,,,,,,,,,,,,,6.027,0.002,0.005,0.007,0.0,443.759,32.577,,
Least developed countries (Jones et al.),1898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.762,,26.539,,,,,,,,,,,,,,,,,,,,,,,,,5.998,0.002,0.005,0.007,0.0,438.249,32.879,,
Least developed countries (Jones et al.),1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.912,,26.774,,,,,,,,,,,,,,,,,,,,,,,,,5.968,0.002,0.005,0.007,0.0,449.877,33.192,,
Least developed countries (Jones et al.),1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.179,,27.014,,,,,,,,,,,,,,,,,,,,,,,,,5.941,0.002,0.005,0.008,0.0,461.802,33.623,,
Least developed countries (Jones et al.),1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.283,,27.258,,,,,,,,,,,,,,,,,,,,,,,,,5.917,0.002,0.005,0.008,0.0,473.644,34.162,,
Least developed countries (Jones et al.),1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.309,,27.504,,,,,,,,,,,,,,,,,,,,,,,,,5.896,0.002,0.005,0.008,0.0,489.619,34.626,,
Least developed countries (Jones et al.),1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.24,,27.758,,,,,,,,,,,,,,,,,,,,,,,,,5.87,0.002,0.006,0.008,0.0,482.435,34.994,,
Least developed countries (Jones et al.),1904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.278,,28.02,,,,,,,,,,,,,,,,,,,,,,,,,5.845,0.002,0.006,0.009,0.0,489.024,35.473,,
Least developed countries (Jones et al.),1905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.288,,28.296,,,,,,,,,,,,,,,,,,,,,,,,,5.818,0.002,0.006,0.009,0.0,500.285,35.929,,
Least developed countries (Jones et al.),1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.434,,28.587,,,,,,,,,,,,,,,,,,,,,,,,,5.79,0.002,0.006,0.009,0.001,503.672,36.519,,
Least developed countries (Jones et al.),1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.504,,28.897,,,,,,,,,,,,,,,,,,,,,,,,,5.756,0.003,0.006,0.009,0.001,503.185,37.033,,
Least developed countries (Jones et al.),1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.579,,29.229,,,,,,,,,,,,,,,,,,,,,,,,,5.729,0.003,0.006,0.009,0.001,515.366,37.55,,
Least developed countries (Jones et al.),1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.665,,29.586,,,,,,,,,,,,,,,,,,,,,,,,,5.7,0.003,0.006,0.01,0.001,516.883,38.074,,
Least developed countries (Jones et al.),1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.725,,29.972,,,,,,,,,,,,,,,,,,,,,,,,,5.678,0.003,0.007,0.01,0.001,536.807,38.571,,
Least developed countries (Jones et al.),1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.307,,30.499,,,,,,,,,,,,,,,,,,,,,,,,,5.66,0.003,0.007,0.01,0.001,556.568,39.201,,
Least developed countries (Jones et al.),1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.809,,31.253,,,,,,,,,,,,,,,,,,,,,,,,,5.64,0.003,0.007,0.01,0.001,549.453,39.753,,
Least developed countries (Jones et al.),1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.326,,32.194,,,,,,,,,,,,,,,,,,,,,,,,,5.621,0.003,0.007,0.011,0.001,559.945,40.308,,
Least developed countries (Jones et al.),1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.812,,33.282,,,,,,,,,,,,,,,,,,,,,,,,,5.612,0.003,0.007,0.011,0.001,577.398,40.824,,
Least developed countries (Jones et al.),1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.213,,34.477,,,,,,,,,,,,,,,,,,,,,,,,,5.607,0.003,0.007,0.011,0.001,588.613,41.263,,
Least developed countries (Jones et al.),1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.698,,35.741,,,,,,,,,,,,,,,,,,,,,,,,,5.598,0.003,0.008,0.011,0.001,582.067,41.787,,
Least developed countries (Jones et al.),1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.209,,37.032,,,,,,,,,,,,,,,,,,,,,,,,,5.588,0.003,0.008,0.012,0.001,593.858,42.341,,
Least developed countries (Jones et al.),1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.814,,38.311,,,,,,,,,,,,,,,,,,,,,,,,,5.582,0.003,0.008,0.012,0.001,598.136,42.985,,
Least developed countries (Jones et al.),1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.272,,39.539,,,,,,,,,,,,,,,,,,,,,,,,,5.588,0.003,0.008,0.012,0.001,606.2,43.482,,
Least developed countries (Jones et al.),1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.679,,40.676,,,,,,,,,,,,,,,,,,,,,,,,,5.58,0.003,0.008,0.012,0.001,589.761,43.934,,
Least developed countries (Jones et al.),1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.178,,41.852,,,,,,,,,,,,,,,,,,,,,,,,,5.58,0.003,0.009,0.013,0.001,597.709,44.256,,
Least developed countries (Jones et al.),1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.863,,43.183,,,,,,,,,,,,,,,,,,,,,,,,,5.577,0.004,0.009,0.013,0.001,599.402,44.834,,
Least developed countries (Jones et al.),1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.59,,44.608,,,,,,,,,,,,,,,,,,,,,,,,,5.568,0.004,0.009,0.013,0.001,605.322,45.468,,
Least developed countries (Jones et al.),1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.232,,46.063,,,,,,,,,,,,,,,,,,,,,,,,,5.559,0.004,0.009,0.014,0.001,608.417,45.977,,
Least developed countries (Jones et al.),1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.856,,47.487,,,,,,,,,,,,,,,,,,,,,,,,,5.554,0.004,0.009,0.014,0.001,627.257,46.376,,
Least developed countries (Jones et al.),1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.55,,48.817,,,,,,,,,,,,,,,,,,,,,,,,,5.549,0.004,0.009,0.014,0.001,617.483,46.955,,
Least developed countries (Jones et al.),1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.647,,49.993,,,,,,,,,,,,,,,,,,,,,,,,,5.541,0.004,0.01,0.014,0.001,624.883,47.909,,
Least developed countries (Jones et al.),1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.497,,50.95,,,,,,,,,,,,,,,,,,,,,,,,,5.534,0.004,0.01,0.015,0.001,627.886,51.769,,
Least developed countries (Jones et al.),1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.942,,51.629,,,,,,,,,,,,,,,,,,,,,,,,,5.526,0.004,0.01,0.015,0.001,640.295,51.937,,
Least developed countries (Jones et al.),1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.379,,51.965,,,,,,,,,,,,,,,,,,,,,,,,,5.528,0.004,0.01,0.015,0.001,682.564,52.32,,
